Timestamp,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
1980-12-12,0.10032561421394348,0.10076178832950418,0.10032561421394348,0.10032561421394348,469033600,0.0,0.0,AAPL
1980-12-15,0.09552774056289838,0.09552774056289838,0.09509156644344331,0.0950915664434433,175884800,0.0,0.0,AAPL
1980-12-16,0.08854822459809855,0.08854822459809855,0.08811205625534058,0.08811205625534058,105728000,0.0,0.0,AAPL
1980-12-17,0.09029292315244675,0.09072909738447696,0.09029292315244675,0.09029292315244675,86441600,0.0,0.0,AAPL
1980-12-18,0.09291071444749832,0.09334688274837062,0.09291071444749832,0.09291071444749832,73449600,0.0,0.0,AAPL
1980-12-19,0.09858091920614243,0.09901709327660245,0.09858091920614243,0.09858091920614243,48630400,0.0,0.0,AAPL
1980-12-22,0.10337887704372405,0.10381583179530057,0.10337887704372405,0.10337887704372406,37363200,0.0,0.0,AAPL
1980-12-23,0.1077413260936737,0.108177500282532,0.1077413260936737,0.1077413260936737,46950400,0.0,0.0,AAPL
1980-12-24,0.1134115532040596,0.11384772738368205,0.1134115532040596,0.1134115532040596,48003200,0.0,0.0,AAPL
1980-12-26,0.12388049811124802,0.12431667248128954,0.12388049811124802,0.12388049811124802,55574400,0.0,0.0,AAPL
1980-12-29,0.1256251335144043,0.12606130770935403,0.1256251335144043,0.1256251335144043,93161600,0.0,0.0,AAPL
1980-12-30,0.12300805542551548,0.12300805542551548,0.1225718930363655,0.12257189303636551,68880000,0.0,0.0,AAPL
1980-12-31,0.11951875923728228,0.11951875923728228,0.11908258497714996,0.11908258497714996,35750400,0.0,0.0,AAPL
1981-01-02,0.12039112299680711,0.121263471711894,0.12039112299680711,0.1203911229968071,21660800,0.0,0.0,AAPL
1981-01-05,0.11821022442662224,0.11821022442662224,0.11777406185865401,0.11777406185865402,35728000,0.0,0.0,AAPL
1981-01-06,0.11297536866391082,0.11297536866391082,0.11253919452428816,0.11253919452428818,45158400,0.0,0.0,AAPL
1981-01-07,0.108177500282532,0.108177500282532,0.1077413260936737,0.1077413260936737,55686400,0.0,0.0,AAPL
1981-01-08,0.10599667402767832,0.10599667402767832,0.10556051135063171,0.10556051135063171,39827200,0.0,0.0,AAPL
1981-01-09,0.11123062670230865,0.11166680061821496,0.11123062670230865,0.11123062670230865,21504000,0.0,0.0,AAPL
1981-01-12,0.11123070916140448,0.11123070916140448,0.11035837233066559,0.11035837233066559,23699200,0.0,0.0,AAPL
1981-01-13,0.10686898459515423,0.10686898459515423,0.10643281042575836,0.10643281042575836,23049600,0.0,0.0,AAPL
1981-01-14,0.10686900466680527,0.1073051789181214,0.10686900466680527,0.10686900466680527,14291200,0.0,0.0,AAPL
1981-01-15,0.10904985666275023,0.1099221934567084,0.10904985666275023,0.10904985666275024,14067200,0.0,0.0,AAPL
1981-01-16,0.10861367216256528,0.10861367216256528,0.10817749798297882,0.10817749798297882,13395200,0.0,0.0,AAPL
1981-01-19,0.11472006142139435,0.11515623559085097,0.11472006142139435,0.11472006142139435,41574400,0.0,0.0,AAPL
1981-01-20,0.11166680061821496,0.11166680061821496,0.11123062670230865,0.11123062670230865,30083200,0.0,0.0,AAPL
1981-01-21,0.1134115532040596,0.11428388991553087,0.1134115532040596,0.1134115532040596,15904000,0.0,0.0,AAPL
1981-01-22,0.11472006142139435,0.1155924097603076,0.11472006142139435,0.11472006142139435,35548800,0.0,0.0,AAPL
1981-01-23,0.11472003379418277,0.1151562078585987,0.11428385972976685,0.11428385972976685,11222400,0.0,0.0,AAPL
1981-01-26,0.11297536866391082,0.11297536866391082,0.11253919452428816,0.11253919452428818,24640000,0.0,0.0,AAPL
1981-01-27,0.11253926991794382,0.11253926991794382,0.1116669327020645,0.11166693270206451,23699200,0.0,0.0,AAPL
1981-01-28,0.10861367216256528,0.10861367216256528,0.10817749798297882,0.10817749798297882,28156800,0.0,0.0,AAPL
1981-01-29,0.10468814011109927,0.10468814011109927,0.10425196588039398,0.10425196588039398,43904000,0.0,0.0,AAPL
1981-01-30,0.09945326734706246,0.09945326734706246,0.09858091920614243,0.09858091920614243,46188800,0.0,0.0,AAPL
1981-02-02,0.09334688274837062,0.09334688274837062,0.09291071444749832,0.09291071444749832,23766400,0.0,0.0,AAPL
1981-02-03,0.09640011191368103,0.09683628034017176,0.09640011191368103,0.09640011191368103,19152000,0.0,0.0,AAPL
1981-02-04,0.09988947212696075,0.10032563468374132,0.09988947212696075,0.09988947212696075,27865600,0.0,0.0,AAPL
1981-02-05,0.09988947212696075,0.1007618088882962,0.09988947212696075,0.09988947212696075,7929600,0.0,0.0,AAPL
1981-02-06,0.10032561421394348,0.10076178832950418,0.10032561421394348,0.10032561421394348,13865600,0.0,0.0,AAPL
1981-02-09,0.09596390885846745,0.09596390885846745,0.09509156644344331,0.0950915664434433,16755200,0.0,0.0,AAPL
1981-02-10,0.09509156644344331,0.09552774056289838,0.09509156644344331,0.0950915664434433,18345600,0.0,0.0,AAPL
1981-02-11,0.09247455393512619,0.09247455393512619,0.09203838557004929,0.09203838557004929,13843200,0.0,0.0,AAPL
1981-02-12,0.09160219911059801,0.09160219911059801,0.09116524457931519,0.09116524457931519,14560000,0.0,0.0,AAPL
1981-02-13,0.0898567576030379,0.0898567576030379,0.088984414935112,0.088984414935112,11155200,0.0,0.0,AAPL
1981-02-17,0.09116524457931519,0.09160219911059801,0.09116524457931519,0.09116524457931519,12275200,0.0,0.0,AAPL
1981-02-18,0.09509156644344331,0.09596390885846745,0.09509156644344331,0.0950915664434433,19241600,0.0,0.0,AAPL
1981-02-19,0.08985672365262201,0.08985672365262201,0.08942054957151413,0.08942054957151413,22310400,0.0,0.0,AAPL
1981-02-20,0.08505887025934343,0.08505887025934343,0.08462269604206085,0.08462269604206085,24371200,0.0,0.0,AAPL
1981-02-23,0.0859312042593956,0.0863673784625331,0.0859312042593956,0.0859312042593956,14112000,0.0,0.0,AAPL
1981-02-24,0.08375033601292661,0.08375033601292661,0.08287799358367919,0.0828779935836792,16979200,0.0,0.0,AAPL
1981-02-25,0.08811205625534058,0.08854822459809855,0.08811205625534058,0.08811205625534058,19488000,0.0,0.0,AAPL
1981-02-26,0.08942054957151413,0.08985672365262201,0.08942054957151413,0.08942054957151413,10841600,0.0,0.0,AAPL
1981-02-27,0.0924745500087738,0.09334689252577599,0.0924745500087738,0.0924745500087738,14761600,0.0,0.0,AAPL
1981-03-02,0.09291071444749832,0.09334688274837062,0.09291071444749832,0.09291071444749832,11760000,0.0,0.0,AAPL
1981-03-03,0.09203838039460073,0.09203838039460073,0.09160220623016357,0.09160220623016357,16172800,0.0,0.0,AAPL
1981-03-04,0.0911653158434203,0.0911653158434203,0.09072914719581603,0.09072914719581604,13708800,0.0,0.0,AAPL
1981-03-05,0.09072909738447696,0.09072909738447696,0.09029292315244675,0.09029292315244675,5376000,0.0,0.0,AAPL
1981-03-06,0.09029289190984438,0.09029289190984438,0.08942054957151413,0.08942054957151413,11603200,0.0,0.0,AAPL
1981-03-09,0.08287801244807562,0.08287801244807562,0.08244184404611588,0.08244184404611588,15321600,0.0,0.0,AAPL
1981-03-10,0.07895165314228461,0.07895165314228461,0.07851548492908478,0.07851548492908478,28380800,0.0,0.0,AAPL
1981-03-11,0.0763346691463144,0.0763346691463144,0.07546232640743256,0.07546232640743256,29859200,0.0,0.0,AAPL
1981-03-12,0.07851548492908478,0.07895165314228461,0.07851548492908478,0.07851548492908478,59248000,0.0,0.0,AAPL
1981-03-13,0.07807932433995882,0.07807932433995882,0.07764315605163574,0.07764315605163574,231302400,0.0,0.0,AAPL
1981-03-16,0.08069715648889542,0.08156949909182179,0.08069715648889542,0.08069715648889542,37228800,0.0,0.0,AAPL
1981-03-17,0.08462269604206085,0.08549503865273869,0.08462269604206085,0.08462269604206085,43747200,0.0,0.0,AAPL
1981-03-18,0.08985675871372223,0.09072910139243083,0.08985675871372223,0.08985675871372223,36937600,0.0,0.0,AAPL
1981-03-19,0.0894205833571311,0.0894205833571311,0.088984414935112,0.088984414935112,37811200,0.0,0.0,AAPL
1981-03-20,0.08985675871372223,0.09072910139243083,0.08985675871372223,0.08985675871372223,14604800,0.0,0.0,AAPL
1981-03-23,0.09334689378738403,0.09421923631617617,0.09334689378738403,0.09334689378738403,22019200,0.0,0.0,AAPL
1981-03-24,0.09334688274837062,0.09334688274837062,0.09291071444749832,0.09291071444749832,28156800,0.0,0.0,AAPL
1981-03-25,0.09203837324113456,0.09203837324113456,0.09116524457931519,0.09116524457931519,7056000,0.0,0.0,AAPL
1981-03-26,0.08985672365262201,0.08985672365262201,0.08942054957151413,0.08942054957151413,12275200,0.0,0.0,AAPL
1981-03-27,0.0868035594926802,0.0868035594926802,0.08636739104986191,0.08636739104986191,12252800,0.0,0.0,AAPL
1981-03-30,0.08636739104986191,0.08723973375938648,0.08636739104986191,0.08636739104986191,9900800,0.0,0.0,AAPL
1981-03-31,0.08636737491666377,0.08636737491666377,0.08549503237009048,0.08549503237009048,15993600,0.0,0.0,AAPL
1981-04-01,0.08505887025934343,0.08505887025934343,0.08462269604206085,0.08462269604206085,34070400,0.0,0.0,AAPL
1981-04-02,0.09203838557004929,0.09247455393512619,0.09203838557004929,0.09203838557004929,31404800,0.0,0.0,AAPL
1981-04-03,0.0924745500087738,0.09291072417921825,0.0924745500087738,0.0924745500087738,16486400,0.0,0.0,AAPL
1981-04-06,0.0911653158434203,0.0911653158434203,0.09072914719581603,0.09072914719581604,22803200,0.0,0.0,AAPL
1981-04-07,0.09029292714113263,0.09029292714113263,0.08985675871372223,0.08985675871372223,10684800,0.0,0.0,AAPL
1981-04-08,0.09421924501657486,0.0950915876259209,0.09421924501657486,0.09421924501657486,21952000,0.0,0.0,AAPL
1981-04-09,0.09596390277147293,0.09640007686326146,0.09596390277147293,0.09596390277147293,12499200,0.0,0.0,AAPL
1981-04-10,0.09727244079113007,0.09770860915574438,0.09727244079113007,0.09727244079113007,33465600,0.0,0.0,AAPL
1981-04-13,0.09727244079113007,0.09770860915574438,0.09727244079113007,0.09727244079113007,16060800,0.0,0.0,AAPL
1981-04-14,0.09727244079113007,0.09770860915574438,0.09727244079113007,0.09727244079113007,6652800,0.0,0.0,AAPL
1981-04-15,0.09291072417921825,0.09291072417921825,0.0924745500087738,0.0924745500087738,34048000,0.0,0.0,AAPL
1981-04-16,0.08767590327663549,0.08767590327663549,0.08723973482847214,0.08723973482847214,23878400,0.0,0.0,AAPL
1981-04-20,0.08985675871372223,0.09029292714113263,0.08985675871372223,0.08985675871372223,35347200,0.0,0.0,AAPL
1981-04-21,0.09596390277147293,0.09640007686326146,0.09596390277147293,0.09596390277147293,28537600,0.0,0.0,AAPL
1981-04-22,0.09945331513881685,0.09988948941887806,0.09945331513881685,0.09945331513881683,18995200,0.0,0.0,AAPL
1981-04-23,0.10207030922174454,0.1025064833808641,0.10207030922174454,0.10207030922174454,58016000,0.0,0.0,AAPL
1981-04-24,0.10207032459674348,0.10207032459674348,0.1011979877948761,0.1011979877948761,35056000,0.0,0.0,AAPL
1981-04-27,0.10076178832950418,0.10076178832950418,0.10032561421394348,0.10032561421394348,38528000,0.0,0.0,AAPL
1981-04-28,0.09901709327660245,0.09901709327660245,0.09858091920614243,0.09858091920614243,32188800,0.0,0.0,AAPL
1981-04-29,0.09770860915574438,0.09770860915574438,0.09727244079113007,0.09727244079113007,13641600,0.0,0.0,AAPL
1981-04-30,0.09901710599660873,0.09988945424959299,0.09901710599660873,0.09901710599660873,12611200,0.0,0.0,AAPL
1981-05-01,0.09901710599660873,0.09988945424959299,0.09901710599660873,0.09901710599660873,16553600,0.0,0.0,AAPL
1981-05-04,0.09901709327660245,0.09901709327660245,0.09858091920614243,0.09858091920614243,14448000,0.0,0.0,AAPL
1981-05-05,0.0985809171811478,0.0985809171811478,0.09814475476741791,0.09814475476741791,17539200,0.0,0.0,AAPL
1981-05-06,0.09596393655653111,0.09596393655653111,0.0955277681350708,0.0955277681350708,18950400,0.0,0.0,AAPL
1981-05-07,0.09683625400066376,0.0972724281324027,0.09683625400066376,0.09683625400066376,9363200,0.0,0.0,AAPL
1981-05-08,0.0977085828781128,0.09814475694930992,0.0977085828781128,0.09770858287811279,7907200,0.0,0.0,AAPL
1981-05-11,0.09596393655653111,0.09596393655653111,0.0955277681350708,0.0955277681350708,11939200,0.0,0.0,AAPL
1981-05-12,0.0955277681350708,0.09683627922333946,0.0955277681350708,0.0955277681350708,4256000,0.0,0.0,AAPL
1981-05-13,0.09552774056289838,0.09640008297792253,0.09509156644344331,0.0950915664434433,4905600,0.0,0.0,AAPL
1981-05-14,0.09465543074385907,0.09465543074385907,0.09378308802843094,0.09378308802843094,4928000,0.0,0.0,AAPL
1981-05-15,0.09596390277147293,0.09727241922295289,0.09596390277147293,0.09596390277147293,4905600,0.0,0.0,AAPL
1981-05-18,0.0977085828781128,0.09858091937273629,0.0977085828781128,0.09770858287811279,4166400,0.0,0.0,AAPL
1981-05-19,0.09640007686326146,0.09640007686326146,0.09596390277147293,0.09596390277147293,25424000,0.0,0.0,AAPL
1981-05-20,0.09901710599660873,0.09988945424959299,0.09901710599660873,0.09901710599660873,13283200,0.0,0.0,AAPL
1981-05-21,0.10468811541795729,0.10512428954578071,0.10468811541795729,0.1046881154179573,32211200,0.0,0.0,AAPL
1981-05-22,0.10948602110147476,0.1103583695580724,0.10948602110147476,0.10948602110147476,31427200,0.0,0.0,AAPL
1981-05-26,0.10948601923584195,0.10948601923584195,0.10904985666275023,0.10904985666275024,85344000,0.0,0.0,AAPL
1981-05-27,0.11515624076128006,0.11559241495032058,0.11515624076128006,0.11515624076128006,149497600,0.0,0.0,AAPL
1981-05-28,0.11515624076128006,0.11559241495032058,0.11515624076128006,0.11515624076128006,73987200,0.0,0.0,AAPL
1981-05-29,0.11559241265058517,0.11602936723178335,0.11559241265058517,0.11559241265058517,59382400,0.0,0.0,AAPL
1981-06-01,0.11559241265058517,0.11602936723178335,0.11559241265058517,0.11559241265058517,51251200,0.0,0.0,AAPL
1981-06-02,0.11035839713037632,0.11035839713037632,0.10992222279310226,0.10992222279310226,40432000,0.0,0.0,AAPL
1981-06-03,0.10992222279310226,0.11079455981987252,0.10992222279310226,0.10992222279310226,39446400,0.0,0.0,AAPL
1981-06-04,0.11210302263498306,0.1125391850902702,0.11210302263498306,0.11210302263498306,56067200,0.0,0.0,AAPL
